"site","period_start","period_end","reference_period","parameter","data_value","lat","lon"
"Gore (Southland)","2012-01-01","2012-12-31",NA,"Maximum one-day rainfall",36.4,-46.115,168.887
"Gore (Southland)","2012-01-01","2012-12-31","1961-1990","Very wet days",7,-46.115,168.887
"Gore (Southland)","2012-01-01","2012-12-31","1961-1990","Rainfall due to very wet days",21.483821767077025,-46.115,168.887
"Gore (Southland)","2012-01-01","2012-12-31","1991-2020","Very wet days",7,-46.115,168.887
"Gore (Southland)","2012-01-01","2012-12-31","1991-2020","Rainfall due to very wet days",21.483821767077025,-46.115,168.887
"Hamilton (Waikato)","2012-01-01","2012-12-31",NA,"Maximum one-day rainfall",57.8,-37.86088,175.33175
"Hamilton (Waikato)","2012-01-01","2012-12-31","1961-1990","Very wet days",8,-37.86088,175.33175
"Hamilton (Waikato)","2012-01-01","2012-12-31","1961-1990","Rainfall due to very wet days",26.83234714003945,-37.86088,175.33175
"Hamilton (Waikato)","2012-01-01","2012-12-31","1991-2020","Very wet days",8,-37.86088,175.33175
"Hamilton (Waikato)","2012-01-01","2012-12-31","1991-2020","Rainfall due to very wet days",26.83234714003945,-37.86088,175.33175
"Hokitika (West Coast)","2012-01-01","2012-12-31",NA,"Maximum one-day rainfall",97.6,-42.71228,170.98428
"Hokitika (West Coast)","2012-01-01","2012-12-31","1961-1990","Very wet days",11,-42.71228,170.98428
"Hokitika (West Coast)","2012-01-01","2012-12-31","1961-1990","Rainfall due to very wet days",30.766091634205157,-42.71228,170.98428
"Hokitika (West Coast)","2012-01-01","2012-12-31","1991-2020","Very wet days",11,-42.71228,170.98428
"Hokitika (West Coast)","2012-01-01","2012-12-31","1991-2020","Rainfall due to very wet days",30.766091634205157,-42.71228,170.98428
"Invercargill (Southland)","2012-01-01","2012-12-31",NA,"Maximum one-day rainfall",33.3,-46.41741,168.33052
"Invercargill (Southland)","2012-01-01","2012-12-31","1961-1990","Very wet days",11,-46.41741,168.33052
"Invercargill (Southland)","2012-01-01","2012-12-31","1961-1990","Rainfall due to very wet days",28.14003963385864,-46.41741,168.33052
"Invercargill (Southland)","2012-01-01","2012-12-31","1991-2020","Very wet days",11,-46.41741,168.33052
"Invercargill (Southland)","2012-01-01","2012-12-31","1991-2020","Rainfall due to very wet days",28.14003963385864,-46.41741,168.33052
"Kerikeri (Northland)","2012-01-01","2012-12-31",NA,"Maximum one-day rainfall",167.6,-35.183,173.926
"Kerikeri (Northland)","2012-01-01","2012-12-31","1961-1990","Very wet days",6,-35.183,173.926
"Kerikeri (Northland)","2012-01-01","2012-12-31","1961-1990","Rainfall due to very wet days",28.355376312199752,-35.183,173.926
"Kerikeri (Northland)","2012-01-01","2012-12-31","1991-2020","Very wet days",4,-35.183,173.926
"Kerikeri (Northland)","2012-01-01","2012-12-31","1991-2020","Rainfall due to very wet days",22.756657375007414,-35.183,173.926
"Lake Tekapo (Canterbury)","2012-01-01","2012-12-31",NA,"Maximum one-day rainfall",43,-44.002,170.441
"Lake Tekapo (Canterbury)","2012-01-01","2012-12-31","1961-1990","Very wet days",6,-44.002,170.441
"Lake Tekapo (Canterbury)","2012-01-01","2012-12-31","1961-1990","Rainfall due to very wet days",28.49487061705711,-44.002,170.441
"Lake Tekapo (Canterbury)","2012-01-01","2012-12-31","1991-2020","Very wet days",7,-44.002,170.441
"Lake Tekapo (Canterbury)","2012-01-01","2012-12-31","1991-2020","Rainfall due to very wet days",32.184964017761445,-44.002,170.441
"Masterton (Wellington)","2012-01-01","2012-12-31",NA,"Maximum one-day rainfall",60.2,-40.957,175.707
"Masterton (Wellington)","2012-01-01","2012-12-31","1961-1990","Very wet days",7,-40.957,175.707
"Masterton (Wellington)","2012-01-01","2012-12-31","1961-1990","Rainfall due to very wet days",25.818501428257523,-40.957,175.707
"Masterton (Wellington)","2012-01-01","2012-12-31","1991-2020","Very wet days",6,-40.957,175.707
"Masterton (Wellington)","2012-01-01","2012-12-31","1991-2020","Rainfall due to very wet days",23.44539661612832,-40.957,175.707
"Milford Sound (Southland)","2012-01-01","2012-12-31",NA,"Maximum one-day rainfall",318.6,-44.67384,167.92406
"Milford Sound (Southland)","2012-01-01","2012-12-31","1961-1990","Very wet days",12,-44.67384,167.92406
"Milford Sound (Southland)","2012-01-01","2012-12-31","1961-1990","Rainfall due to very wet days",31.46771174134402,-44.67384,167.92406
"Milford Sound (Southland)","2012-01-01","2012-12-31","1991-2020","Very wet days",12,-44.67384,167.92406
"Milford Sound (Southland)","2012-01-01","2012-12-31","1991-2020","Rainfall due to very wet days",31.46771174134402,-44.67384,167.92406
"Napier (Hawke's Bay)","2012-01-01","2012-12-31",NA,"Maximum one-day rainfall",66.6,-39.49846,176.91189
"Napier (Hawke's Bay)","2012-01-01","2012-12-31","1961-1990","Very wet days",8,-39.49846,176.91189
"Napier (Hawke's Bay)","2012-01-01","2012-12-31","1961-1990","Rainfall due to very wet days",39.353685017243585,-39.49846,176.91189
"Napier (Hawke's Bay)","2012-01-01","2012-12-31","1991-2020","Very wet days",6,-39.49846,176.91189
"Napier (Hawke's Bay)","2012-01-01","2012-12-31","1991-2020","Rainfall due to very wet days",32.047515646953634,-39.49846,176.91189
"Nelson (Nelson)","2012-01-01","2012-12-31",NA,"Maximum one-day rainfall",52,-41.299,173.226
"Nelson (Nelson)","2012-01-01","2012-12-31","1961-1990","Very wet days",6,-41.299,173.226
"Nelson (Nelson)","2012-01-01","2012-12-31","1961-1990","Rainfall due to very wet days",30.034129692832767,-41.299,173.226
"Nelson (Nelson)","2012-01-01","2012-12-31","1991-2020","Very wet days",5,-41.299,173.226
"Nelson (Nelson)","2012-01-01","2012-12-31","1991-2020","Rainfall due to very wet days",26.18235007313506,-41.299,173.226
"New Plymouth (Taranaki)","2012-01-01","2012-12-31",NA,"Maximum one-day rainfall",67,-39.0079,174.18382
"New Plymouth (Taranaki)","2012-01-01","2012-12-31","1961-1990","Very wet days",6,-39.0079,174.18382
"New Plymouth (Taranaki)","2012-01-01","2012-12-31","1961-1990","Rainfall due to very wet days",21.068249258160236,-39.0079,174.18382
"New Plymouth (Taranaki)","2012-01-01","2012-12-31","1991-2020","Very wet days",8,-39.0079,174.18382
"New Plymouth (Taranaki)","2012-01-01","2012-12-31","1991-2020","Rainfall due to very wet days",26.008902077151337,-39.0079,174.18382
"Queenstown (Otago)","2012-01-01","2012-12-31",NA,"Maximum one-day rainfall",31.2,-45.01758,168.74005
"Queenstown (Otago)","2012-01-01","2012-12-31","1961-1990","Very wet days",5,-45.01758,168.74005
"Queenstown (Otago)","2012-01-01","2012-12-31","1961-1990","Rainfall due to very wet days",20.35911602209945,-45.01758,168.74005
"Queenstown (Otago)","2012-01-01","2012-12-31","1991-2020","Very wet days",5,-45.01758,168.74005
"Queenstown (Otago)","2012-01-01","2012-12-31","1991-2020","Rainfall due to very wet days",20.35911602209945,-45.01758,168.74005
"Reefton (West Coast)","2012-01-01","2012-12-31",NA,"Maximum one-day rainfall",94.6,-42.11578,171.86014
"Reefton (West Coast)","2012-01-01","2012-12-31","1961-1990","Very wet days",6,-42.11578,171.86014
"Reefton (West Coast)","2012-01-01","2012-12-31","1961-1990","Rainfall due to very wet days",20.368012961462792,-42.11578,171.86014
"Reefton (West Coast)","2012-01-01","2012-12-31","1991-2020","Very wet days",6,-42.11578,171.86014
"Reefton (West Coast)","2012-01-01","2012-12-31","1991-2020","Rainfall due to very wet days",20.368012961462792,-42.11578,171.86014
"Rotorua (Bay of Plenty)","2012-01-01","2012-12-31",NA,"Maximum one-day rainfall",63.2,-38.10595,176.31485
"Rotorua (Bay of Plenty)","2012-01-01","2012-12-31","1961-1990","Very wet days",4,-38.10595,176.31485
"Rotorua (Bay of Plenty)","2012-01-01","2012-12-31","1961-1990","Rainfall due to very wet days",17.266308002689982,-38.10595,176.31485
"Rotorua (Bay of Plenty)","2012-01-01","2012-12-31","1991-2020","Very wet days",4,-38.10595,176.31485
"Rotorua (Bay of Plenty)","2012-01-01","2012-12-31","1991-2020","Rainfall due to very wet days",17.266308002689982,-38.10595,176.31485
"Tara Hills (Canterbury)","2012-01-01","2012-12-31",NA,"Maximum one-day rainfall",30.4,-44.52612,169.88948
"Tara Hills (Canterbury)","2012-01-01","2012-12-31","1961-1990","Very wet days",2,-44.52612,169.88948
"Tara Hills (Canterbury)","2012-01-01","2012-12-31","1961-1990","Rainfall due to very wet days",11.693791440626883,-44.52612,169.88948
"Tara Hills (Canterbury)","2012-01-01","2012-12-31","1991-2020","Very wet days",4,-44.52612,169.88948
"Tara Hills (Canterbury)","2012-01-01","2012-12-31","1991-2020","Rainfall due to very wet days",20.454088808519188,-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)","2012-01-01","2012-12-31",NA,"Maximum one-day rainfall",60,-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)","2012-01-01","2012-12-31","1961-1990","Very wet days",10,-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)","2012-01-01","2012-12-31","1961-1990","Rainfall due to very wet days",25.311694643727794,-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)","2012-01-01","2012-12-31","1991-2020","Very wet days",8,-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)","2012-01-01","2012-12-31","1991-2020","Rainfall due to very wet days",21.41115831998328,-38.88784,175.25981
"Taupō (Waikato)","2012-01-01","2012-12-31",NA,"Maximum one-day rainfall",38.8,-38.74263,176.08104
"Taupō (Waikato)","2012-01-01","2012-12-31","1961-1990","Very wet days",6,-38.74263,176.08104
"Taupō (Waikato)","2012-01-01","2012-12-31","1961-1990","Rainfall due to very wet days",20.502228503098163,-38.74263,176.08104
"Taupō (Waikato)","2012-01-01","2012-12-31","1991-2020","Very wet days",5,-38.74263,176.08104
"Taupō (Waikato)","2012-01-01","2012-12-31","1991-2020","Rainfall due to very wet days",17.61060984889662,-38.74263,176.08104
"Tauranga (Bay of Plenty)","2012-01-01","2012-12-31",NA,"Maximum one-day rainfall",97.8,-37.673,176.196
"Tauranga (Bay of Plenty)","2012-01-01","2012-12-31","1961-1990","Very wet days",6,-37.673,176.196
"Tauranga (Bay of Plenty)","2012-01-01","2012-12-31","1961-1990","Rainfall due to very wet days",28.453155360310888,-37.673,176.196
"Tauranga (Bay of Plenty)","2012-01-01","2012-12-31","1991-2020","Very wet days",6,-37.673,176.196
"Tauranga (Bay of Plenty)","2012-01-01","2012-12-31","1991-2020","Rainfall due to very wet days",28.453155360310888,-37.673,176.196
"Timaru (Canterbury)","2012-01-01","2012-12-31",NA,"Maximum one-day rainfall",38.4,-44.30517,171.22141
"Timaru (Canterbury)","2012-01-01","2012-12-31","1961-1990","Very wet days",8,-44.30517,171.22141
"Timaru (Canterbury)","2012-01-01","2012-12-31","1961-1990","Rainfall due to very wet days",40.695296523517385,-44.30517,171.22141
"Timaru (Canterbury)","2012-01-01","2012-12-31","1991-2020","Very wet days",6,-44.30517,171.22141
"Timaru (Canterbury)","2012-01-01","2012-12-31","1991-2020","Rainfall due to very wet days",32.89025221540559,-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)","2012-01-01","2012-12-31",NA,"Maximum one-day rainfall",48.7,-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","2012-01-01","2012-12-31","1961-1990","Very wet days",10,-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","2012-01-01","2012-12-31","1961-1990","Rainfall due to very wet days",28.837032821096564,-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","2012-01-01","2012-12-31","1991-2020","Very wet days",9,-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","2012-01-01","2012-12-31","1991-2020","Rainfall due to very wet days",26.636311895276037,-39.46249,175.66283
"Wellington (Wellington)","2012-01-01","2012-12-31",NA,"Maximum one-day rainfall",60.8,-41.285,174.768
"Wellington (Wellington)","2012-01-01","2012-12-31","1961-1990","Very wet days",5,-41.285,174.768
"Wellington (Wellington)","2012-01-01","2012-12-31","1961-1990","Rainfall due to very wet days",21.60350605826244,-41.285,174.768
"Wellington (Wellington)","2012-01-01","2012-12-31","1991-2020","Very wet days",5,-41.285,174.768
"Wellington (Wellington)","2012-01-01","2012-12-31","1991-2020","Rainfall due to very wet days",21.60350605826244,-41.285,174.768
"Whanganui (Manawatū-Whanganui)","2012-01-01","2012-12-31",NA,"Maximum one-day rainfall",44.2,-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","2012-01-01","2012-12-31","1961-1990","Very wet days",3,-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","2012-01-01","2012-12-31","1961-1990","Rainfall due to very wet days",13.253012048192772,-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","2012-01-01","2012-12-31","1991-2020","Very wet days",3,-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","2012-01-01","2012-12-31","1991-2020","Rainfall due to very wet days",13.253012048192772,-39.93704,175.04509
"Whangaparāoa (Auckland)","2012-01-01","2012-12-31",NA,"Maximum one-day rainfall",50,-36.606,174.835
"Whangaparāoa (Auckland)","2012-01-01","2012-12-31","1961-1990","Very wet days",7,-36.606,174.835
"Whangaparāoa (Auckland)","2012-01-01","2012-12-31","1961-1990","Rainfall due to very wet days",25.9976057462091,-36.606,174.835
"Whangaparāoa (Auckland)","2012-01-01","2012-12-31","1991-2020","Very wet days",7,-36.606,174.835
"Whangaparāoa (Auckland)","2012-01-01","2012-12-31","1991-2020","Rainfall due to very wet days",25.9976057462091,-36.606,174.835
"Whangārei (Northland)","2012-01-01","2012-12-31",NA,"Maximum one-day rainfall",133,-35.769,174.364
"Whangārei (Northland)","2012-01-01","2012-12-31","1961-1990","Very wet days",8,-35.769,174.364
"Whangārei (Northland)","2012-01-01","2012-12-31","1961-1990","Rainfall due to very wet days",36.39810426540284,-35.769,174.364
"Whangārei (Northland)","2012-01-01","2012-12-31","1991-2020","Very wet days",9,-35.769,174.364
"Whangārei (Northland)","2012-01-01","2012-12-31","1991-2020","Rainfall due to very wet days",39.05942398833395,-35.769,174.364
"Auckland (Auckland)","2011-01-01","2011-12-31",NA,"Maximum one-day rainfall",72.6,-37.00813,174.78873
"Auckland (Auckland)","2011-01-01","2011-12-31","1961-1990","Very wet days",12,-37.00813,174.78873
"Auckland (Auckland)","2011-01-01","2011-12-31","1961-1990","Rainfall due to very wet days",37.82564401106098,-37.00813,174.78873
"Auckland (Auckland)","2011-01-01","2011-12-31","1991-2020","Very wet days",12,-37.00813,174.78873
"Auckland (Auckland)","2011-01-01","2011-12-31","1991-2020","Rainfall due to very wet days",37.82564401106098,-37.00813,174.78873
"Blenheim (Marlborough)","2011-01-01","2011-12-31",NA,"Maximum one-day rainfall",45,-41.52133,173.86439
"Blenheim (Marlborough)","2011-01-01","2011-12-31","1961-1990","Very wet days",3,-41.52133,173.86439
"Blenheim (Marlborough)","2011-01-01","2011-12-31","1961-1990","Rainfall due to very wet days",14.09714889123548,-41.52133,173.86439
"Blenheim (Marlborough)","2011-01-01","2011-12-31","1991-2020","Very wet days",3,-41.52133,173.86439
"Blenheim (Marlborough)","2011-01-01","2011-12-31","1991-2020","Rainfall due to very wet days",14.09714889123548,-41.52133,173.86439
"Christchurch (Canterbury)","2011-01-01","2011-12-31",NA,"Maximum one-day rainfall",31.2,-43.493,172.537
"Christchurch (Canterbury)","2011-01-01","2011-12-31","1961-1990","Very wet days",4,-43.493,172.537
"Christchurch (Canterbury)","2011-01-01","2011-12-31","1961-1990","Rainfall due to very wet days",18.768718801996673,-43.493,172.537
"Christchurch (Canterbury)","2011-01-01","2011-12-31","1991-2020","Very wet days",5,-43.493,172.537
"Christchurch (Canterbury)","2011-01-01","2011-12-31","1991-2020","Rainfall due to very wet days",22.762063227953412,-43.493,172.537
"Dannevirke (Manawatū-Whanganui)","2011-01-01","2011-12-31",NA,"Maximum one-day rainfall",84.2,-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","2011-01-01","2011-12-31","1961-1990","Very wet days",6,-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","2011-01-01","2011-12-31","1961-1990","Rainfall due to very wet days",24.096626073068478,-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","2011-01-01","2011-12-31","1991-2020","Very wet days",6,-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","2011-01-01","2011-12-31","1991-2020","Rainfall due to very wet days",24.096626073068478,-40.21,176.109
"Dunedin (Otago)","2011-01-01","2011-12-31",NA,"Maximum one-day rainfall",54.6,-45.90129,170.5147
"Dunedin (Otago)","2011-01-01","2011-12-31","1961-1990","Very wet days",4,-45.90129,170.5147
"Dunedin (Otago)","2011-01-01","2011-12-31","1961-1990","Rainfall due to very wet days",29.28727046374105,-45.90129,170.5147
"Dunedin (Otago)","2011-01-01","2011-12-31","1991-2020","Very wet days",4,-45.90129,170.5147
"Dunedin (Otago)","2011-01-01","2011-12-31","1991-2020","Rainfall due to very wet days",29.28727046374105,-45.90129,170.5147
"Gisborne (Gisborne)","2011-01-01","2011-12-31",NA,"Maximum one-day rainfall",75.2,-38.6586,177.9851
"Gisborne (Gisborne)","2011-01-01","2011-12-31","1961-1990","Very wet days",9,-38.6586,177.9851
"Gisborne (Gisborne)","2011-01-01","2011-12-31","1961-1990","Rainfall due to very wet days",43.29641116526363,-38.6586,177.9851
"Gisborne (Gisborne)","2011-01-01","2011-12-31","1991-2020","Very wet days",8,-38.6586,177.9851
"Gisborne (Gisborne)","2011-01-01","2011-12-31","1991-2020","Rainfall due to very wet days",40.38989809481613,-38.6586,177.9851
"Gore (Southland)","2011-01-01","2011-12-31",NA,"Maximum one-day rainfall",64,-46.115,168.887
"Gore (Southland)","2011-01-01","2011-12-31","1961-1990","Very wet days",5,-46.115,168.887
"Gore (Southland)","2011-01-01","2011-12-31","1961-1990","Rainfall due to very wet days",19.10706728734659,-46.115,168.887
"Gore (Southland)","2011-01-01","2011-12-31","1991-2020","Very wet days",5,-46.115,168.887
"Gore (Southland)","2011-01-01","2011-12-31","1991-2020","Rainfall due to very wet days",19.10706728734659,-46.115,168.887
"Hamilton (Waikato)","2011-01-01","2011-12-31",NA,"Maximum one-day rainfall",72.6,-37.86088,175.33175
"Hamilton (Waikato)","2011-01-01","2011-12-31","1961-1990","Very wet days",10,-37.86088,175.33175
"Hamilton (Waikato)","2011-01-01","2011-12-31","1961-1990","Rainfall due to very wet days",35.27867130571785,-37.86088,175.33175
"Hamilton (Waikato)","2011-01-01","2011-12-31","1991-2020","Very wet days",10,-37.86088,175.33175
"Hamilton (Waikato)","2011-01-01","2011-12-31","1991-2020","Rainfall due to very wet days",35.27867130571785,-37.86088,175.33175
